order_id,order_date,customer_id,category,channel,segment,region,quantity,unit_price,discount_pct,revenue,satisfaction_score,currency
ORD-101981,2024-03-21,CUST-3705,Books,Email,Enterprise,EMEA,2,20.25,18,33.21,3,USD
ORD-101982,2024-03-21,CUST-1588,Apparel,Direct,Startup,North America,2,66.27,0,132.54,4,USD
ORD-101983,2024-03-21,CUST-4658,Apparel,Organic Search,Consumer,LATAM,3,76.39,0,229.17,4,USD
ORD-101984,2024-03-21,CUST-1084,Electronics,Organic Search,Enterprise,LATAM,2,324.91,0,649.82,4,USD
ORD-101985,2024-03-21,CUST-3265,Beauty,Social,Mid-Market,LATAM,1,46.05,0,46.05,4,USD
ORD-101986,2024-03-21,CUST-2158,Electronics,Direct,Mid-Market,EMEA,3,319.56,0,958.68,3,USD
ORD-101987,2024-03-21,CUST-1642,Electronics,Direct,Startup,EMEA,1,420.36,0,420.36,3,USD
ORD-101988,2024-03-21,CUST-3318,Apparel,Paid Search,Startup,LATAM,3,64.58,0,193.74,4,USD
ORD-101989,2024-03-21,CUST-2691,Apparel,Direct,Mid-Market,EMEA,1,67.25,0,67.25,4,USD
ORD-101990,2024-03-21,CUST-3476,Apparel,Paid Search,SMB,LATAM,2,66.67,0,133.34,5,USD
ORD-101991,2024-03-21,CUST-4027,Electronics,Paid Search,Startup,APAC,1,359.13,0,359.13,4,USD
ORD-101992,2024-03-21,CUST-1840,Sports,Email,Startup,North America,2,110.41,21,174.45,4,USD
ORD-101993,2024-03-22,CUST-1362,Apparel,Organic Search,SMB,APAC,2,72.65,0,145.3,4,USD
ORD-101994,2024-03-22,CUST-3107,Apparel,Direct,Consumer,APAC,1,50.9,0,50.9,4,USD
ORD-101995,2024-03-22,CUST-4528,Sports,Paid Search,Enterprise,North America,1,86.52,0,86.52,5,USD
ORD-101996,2024-03-22,CUST-2879,Apparel,Social,Mid-Market,LATAM,2,69.62,0,139.24,3,USD
ORD-101997,2024-03-22,CUST-2955,Electronics,Email,Consumer,North America,2,296.42,0,592.84,4,USD
ORD-101998,2024-03-22,CUST-1595,Home & Garden,Paid Search,Startup,EMEA,3,98.01,24,223.46,4,USD
ORD-101999,2024-03-22,CUST-4509,Beauty,Email,SMB,LATAM,2,45.59,0,91.18,4,USD
ORD-102000,2024-03-22,CUST-3811,Apparel,Organic Search,SMB,APAC,2,69.5,0,139,4,USD
ORD-102001,2024-03-22,CUST-1335,Home & Garden,Organic Search,Enterprise,EMEA,3,85.46,20,205.1,4,USD
ORD-102002,2024-03-22,,Apparel,Affiliate,Startup,APAC,1,74.28,14,63.88,3,USD
ORD-102003,2024-03-22,CUST-1490,Electronics,Direct,SMB,EMEA,3,425.49,23,982.88,4,USD
ORD-102004,2024-03-22,CUST-4731,Beauty,Organic Search,Startup,North America,3,56.85,0,170.55,4,USD
ORD-102005,2024-03-22,CUST-5167,Home & Garden,Email,SMB,EMEA,2,116.97,0,233.94,,USD
ORD-102006,2024-03-22,CUST-3683,Home & Garden,Affiliate,Startup,EMEA,1,85.42,0,85.42,4,USD
ORD-102007,2024-03-22,,Home & Garden,Paid Search,Enterprise,North America,2,70.25,0,140.5,4,USD
ORD-102008,2024-03-22,CUST-2699,Apparel,Social,Mid-Market,APAC,3,67.51,4,194.43,4,USD
ORD-102009,2024-03-22,CUST-5053,Sports,Email,Startup,North America,1,135.68,23,104.47,4,USD
ORD-102010,2024-03-22,CUST-4515,Sports,Organic Search,Mid-Market,LATAM,3,90.9,0,272.7,4,USD
ORD-102011,2024-03-22,,Electronics,Email,Mid-Market,North America,3,332.76,20,798.62,4,USD
ORD-102012,2024-03-22,CUST-2826,Electronics,Affiliate,SMB,LATAM,1,344.41,0,344.41,4,USD
ORD-102013,2024-03-22,CUST-1449,Sports,Email,Startup,APAC,1,108.72,0,108.72,4,USD
ORD-102014,2024-03-22,CUST-3462,Sports,Social,Consumer,EMEA,2,104.97,1,207.84,4,USD
ORD-102015,2024-03-22,CUST-4791,Home & Garden,Email,Mid-Market,EMEA,1,92.96,0,92.96,4,USD
ORD-102016,2024-03-22,,Apparel,Paid Search,Consumer,EMEA,3,67.83,19,164.83,5,USD
ORD-102017,2024-03-22,,Home & Garden,Paid Search,Consumer,APAC,2,94.19,0,188.38,4,USD
ORD-102018,2024-03-22,,Home & Garden,Organic Search,SMB,EMEA,1,84.92,14,73.03,4,USD
ORD-102019,2024-03-22,CUST-2144,Sports,Paid Search,Enterprise,North America,2,111.67,0,223.34,3,USD
ORD-102020,2024-03-22,CUST-2916,Electronics,Organic Search,SMB,EMEA,3,266.93,0,800.79,4,USD
ORD-102021,2024-03-22,CUST-3349,Electronics,Email,Enterprise,LATAM,2,339.96,0,679.92,4,USD
ORD-102022,2024-03-22,CUST-4423,Apparel,Affiliate,Consumer,EMEA,2,76.23,13,132.64,4,USD
ORD-102023,2024-03-22,CUST-4192,Sports,Social,SMB,North America,1,151.23,0,151.23,,USD
ORD-102024,2024-03-22,CUST-4455,Electronics,Email,Startup,EMEA,1,325.14,0,325.14,4,USD
ORD-102025,2024-03-23,CUST-4580,Apparel,Email,Enterprise,APAC,2,78.12,0,156.24,,USD
ORD-102026,2024-03-23,CUST-2515,Home & Garden,Organic Search,Consumer,LATAM,1,85.55,0,85.55,4,USD
ORD-102027,2024-03-23,CUST-1092,Sports,Paid Search,Startup,North America,2,125.52,6,235.98,4,USD
ORD-102028,2024-03-23,CUST-4051,Home & Garden,Organic Search,Mid-Market,LATAM,2,70.24,5,133.46,4,USD
ORD-102029,2024-03-23,CUST-1485,Beauty,Direct,Consumer,APAC,1,54.31,5,51.59,5,USD
ORD-102030,2024-03-23,CUST-2198,Sports,Email,Enterprise,EMEA,3,127.91,20,306.98,4,USD
ORD-102031,2024-03-23,CUST-1058,Sports,Organic Search,Mid-Market,EMEA,1,111.74,0,111.74,4,USD
ORD-102032,2024-03-23,CUST-4123,Sports,Paid Search,SMB,North America,1,96.65,0,96.65,,USD
ORD-102033,2024-03-23,CUST-1529,Electronics,Affiliate,Consumer,North America,2,416.66,0,833.32,4,USD
ORD-102034,2024-03-23,CUST-4042,Apparel,Social,Mid-Market,APAC,3,72.28,0,216.84,3,USD
ORD-102035,2024-03-23,CUST-3914,Electronics,Social,Consumer,LATAM,3,348.09,12,918.96,4,USD
ORD-102036,2024-03-23,CUST-4394,Electronics,Email,Mid-Market,LATAM,1,329.61,25,247.21,4,USD
ORD-102037,2024-03-23,CUST-2381,Electronics,Organic Search,SMB,APAC,3,361.76,0,1085.28,4,USD
ORD-102038,2024-03-23,CUST-3092,Electronics,Social,SMB,EMEA,3,357.3,0,1071.9,4,USD
ORD-102039,2024-03-23,CUST-2643,Home & Garden,Direct,Mid-Market,North America,2,91.43,22,142.63,4,USD
ORD-102040,2024-03-23,CUST-4065,Electronics,Organic Search,SMB,North America,3,230.7,10,622.89,4,USD
ORD-102041,2024-03-23,CUST-2632,Electronics,Email,Mid-Market,LATAM,3,376.03,0,1128.09,4,USD
ORD-102042,2024-03-23,CUST-3863,Home & Garden,Organic Search,Mid-Market,APAC,2,85.36,0,170.72,3,USD
ORD-102043,2024-03-23,CUST-1858,Apparel,Organic Search,Mid-Market,EMEA,1,83.28,24,63.29,4,USD
ORD-102044,2024-03-23,CUST-3793,Home & Garden,Organic Search,Enterprise,North America,1,93.36,9,84.96,4,USD
ORD-102045,2024-03-23,CUST-3481,Sports,Paid Search,SMB,EMEA,1,125.53,0,125.53,4,USD
ORD-102046,2024-03-23,,Beauty,Social,Mid-Market,LATAM,2,46.6,0,93.2,4,USD
ORD-102047,2024-03-23,CUST-1111,Electronics,Paid Search,Consumer,APAC,2,294.16,0,588.32,4,USD
ORD-102048,2024-03-23,CUST-3053,Home & Garden,Direct,Enterprise,North America,3,63.73,8,175.89,4,USD
ORD-102049,2024-03-24,CUST-2707,Home & Garden,Organic Search,Startup,EMEA,3,100.73,7,281.04,4,USD
ORD-102050,2024-03-24,CUST-3262,Beauty,Organic Search,Enterprise,North America,2,55.38,0,110.76,3,USD
ORD-102051,2024-03-24,CUST-2837,Home & Garden,Organic Search,Mid-Market,North America,3,82.5,0,247.5,4,USD
ORD-102052,2024-03-24,CUST-2312,Electronics,Organic Search,Mid-Market,EMEA,3,315.35,0,946.05,4,USD
ORD-102053,2024-03-24,CUST-4295,Apparel,Paid Search,Startup,LATAM,3,76.1,0,228.3,4,USD
ORD-102054,2024-03-24,CUST-3248,Electronics,Organic Search,Enterprise,North America,3,266.41,0,799.23,5,USD
ORD-102055,2024-03-24,CUST-2267,Beauty,Organic Search,Mid-Market,LATAM,2,38.06,0,76.12,4,USD
ORD-102056,2024-03-24,CUST-4786,Electronics,Email,Consumer,EMEA,1,276.75,0,276.75,3,USD
ORD-102057,2024-03-24,CUST-4718,Home & Garden,Organic Search,Enterprise,APAC,3,105.25,0,315.75,5,USD
ORD-102058,2024-03-24,CUST-1336,Sports,Social,Mid-Market,LATAM,3,114.54,1,340.18,3,USD
ORD-102059,2024-03-24,CUST-4806,Electronics,Organic Search,Mid-Market,LATAM,1,354.82,0,354.82,4,USD
ORD-102060,2024-03-24,CUST-2929,Sports,Social,SMB,EMEA,3,148.27,0,444.81,4,USD
ORD-102061,2024-03-24,CUST-4985,Home & Garden,Paid Search,Mid-Market,North America,3,111.74,17,278.23,4,USD
ORD-102062,2024-03-24,CUST-1786,Apparel,Paid Search,Startup,LATAM,3,67.28,0,201.84,4,USD
ORD-102063,2024-03-24,CUST-1787,Beauty,Direct,SMB,North America,1,52.62,0,52.62,4,USD
ORD-102064,2024-03-24,CUST-2769,Home & Garden,Direct,SMB,LATAM,3,103.3,0,309.9,4,USD
ORD-102065,2024-03-24,CUST-2823,Books,Direct,Startup,North America,2,24.88,0,49.76,3,USD
ORD-102066,2024-03-24,CUST-4704,Apparel,Email,SMB,APAC,1,78.07,5,74.17,4,USD
ORD-102067,2024-03-25,CUST-3812,Electronics,Paid Search,Consumer,LATAM,3,309.35,0,928.05,,USD
ORD-102068,2024-03-25,CUST-1667,Apparel,Email,Enterprise,North America,3,63.92,0,191.76,4,USD
ORD-102069,2024-03-25,CUST-2380,Sports,Paid Search,Consumer,North America,1,103.05,0,103.05,4,USD
ORD-102070,2024-03-25,CUST-4309,Sports,Organic Search,Enterprise,North America,1,103.29,5,98.13,4,USD
ORD-102071,2024-03-25,CUST-4139,Apparel,Organic Search,SMB,LATAM,1,54.44,0,54.44,,USD
ORD-102072,2024-03-25,CUST-1607,Electronics,Social,Mid-Market,LATAM,1,385.45,0,385.45,4,USD
ORD-102073,2024-03-25,CUST-2448,Home & Garden,Organic Search,SMB,EMEA,3,79.46,18,195.47,4,USD
ORD-102074,2024-03-25,CUST-2285,Books,Paid Search,Enterprise,APAC,1,19.73,0,19.73,4,USD
ORD-102075,2024-03-25,CUST-4999,Electronics,Email,Mid-Market,EMEA,3,298,0,894,4,USD
ORD-102076,2024-03-25,CUST-2963,Electronics,Paid Search,Enterprise,EMEA,1,284.62,0,284.62,3,USD
ORD-102077,2024-03-25,CUST-4458,Apparel,Email,Consumer,APAC,3,66.97,0,200.91,4,USD
ORD-102078,2024-03-25,CUST-3645,Sports,Organic Search,Enterprise,EMEA,3,96.56,10,260.71,3,USD
ORD-102079,2024-03-25,CUST-4408,Electronics,Organic Search,SMB,APAC,3,384.45,0,1153.35,4,USD
ORD-102080,2024-03-25,CUST-3219,Electronics,Social,SMB,North America,1,268.44,7,249.65,4,USD
ORD-102081,2024-03-25,CUST-3430,Beauty,Direct,Mid-Market,LATAM,1,38.27,0,38.27,3,USD
ORD-102082,2024-03-25,,Sports,Organic Search,Mid-Market,EMEA,1,129.35,0,129.35,,USD
ORD-102083,2024-03-25,CUST-4638,Apparel,Paid Search,Mid-Market,EMEA,2,64.88,0,129.76,4,USD
ORD-102084,2024-03-25,CUST-2110,Sports,Paid Search,Consumer,North America,3,129.6,0,388.8,4,USD
ORD-102085,2024-03-25,CUST-2028,Electronics,Direct,Startup,LATAM,1,409.2,0,409.2,4,USD
ORD-102086,2024-03-25,CUST-3709,Sports,Email,Startup,North America,2,111.93,0,223.86,4,USD
ORD-102087,2024-03-25,CUST-1407,Apparel,Direct,Startup,LATAM,3,53.9,0,161.7,4,USD
ORD-102088,2024-03-25,CUST-2866,Electronics,Paid Search,Startup,LATAM,3,270.54,0,811.62,4,USD
ORD-102089,2024-03-25,CUST-2065,Beauty,Paid Search,SMB,APAC,2,42.65,0,85.3,4,USD
ORD-102090,2024-03-25,CUST-1856,Home & Garden,Organic Search,Startup,LATAM,2,85.51,0,171.02,4,USD
ORD-102091,2024-03-25,CUST-1906,Beauty,Paid Search,SMB,North America,1,51.15,0,51.15,4,USD
ORD-102092,2024-03-25,CUST-4830,Sports,Social,SMB,EMEA,1,140.22,3,136.01,4,USD
ORD-102093,2024-03-25,CUST-3651,Electronics,Paid Search,SMB,EMEA,2,296.31,0,592.62,4,USD
ORD-102094,2024-03-25,CUST-1516,Home & Garden,Paid Search,Enterprise,North America,1,104.24,0,104.24,4,USD
ORD-102095,2024-03-25,CUST-2748,Electronics,Organic Search,Startup,EMEA,3,281.6,0,844.8,4,USD
ORD-102096,2024-03-25,CUST-1628,Apparel,Organic Search,Startup,North America,2,68.48,0,136.96,4,USD
ORD-102097,2024-03-25,CUST-1184,Apparel,Organic Search,Startup,North America,1,76.88,0,76.88,4,USD
ORD-102098,2024-03-25,CUST-4595,Sports,Email,SMB,North America,2,94.87,0,189.74,5,USD
ORD-102099,2024-03-26,CUST-1920,Apparel,Email,Consumer,APAC,3,73.65,0,220.95,4,USD
ORD-102100,2024-03-26,CUST-3410,Sports,Organic Search,SMB,North America,1,145.8,0,145.8,3,USD
ORD-102101,2024-03-26,CUST-3779,Home & Garden,Direct,Enterprise,EMEA,2,98.3,19,159.25,3,USD
ORD-102102,2024-03-26,CUST-5049,Home & Garden,Email,Enterprise,LATAM,1,75.11,20,60.09,4,USD
ORD-102103,2024-03-26,CUST-3242,Sports,Email,Consumer,North America,2,115.7,0,231.4,3,USD
ORD-102104,2024-03-26,CUST-1642,Electronics,Organic Search,SMB,APAC,2,278.43,0,556.86,4,USD
ORD-102105,2024-03-26,CUST-3199,Books,Email,Mid-Market,North America,2,25.04,0,50.08,3,USD
ORD-102106,2024-03-26,CUST-3812,Electronics,Paid Search,Enterprise,EMEA,1,325.17,0,325.17,4,USD
ORD-102107,2024-03-26,CUST-2808,Sports,Organic Search,SMB,EMEA,3,133.15,0,399.45,4,USD
ORD-102108,2024-03-26,CUST-4631,Electronics,Organic Search,Consumer,APAC,3,279.38,0,838.14,4,USD
ORD-102109,2024-03-26,CUST-3491,Sports,Email,Startup,LATAM,2,122.88,0,245.76,4,USD
ORD-102110,2024-03-26,CUST-3913,Home & Garden,Organic Search,Mid-Market,North America,3,100.48,0,301.44,4,USD
ORD-102111,2024-03-26,CUST-1531,Electronics,Email,Enterprise,APAC,2,333.52,20,533.63,5,USD
ORD-102112,2024-03-26,CUST-2048,Electronics,Social,Enterprise,APAC,3,275.38,0,826.14,4,USD
ORD-102113,2024-03-26,CUST-2958,Beauty,Email,SMB,APAC,2,34.32,0,68.64,4,USD
ORD-102114,2024-03-26,CUST-4311,Electronics,Email,Enterprise,North America,1,330.65,0,330.65,4,USD
ORD-102115,2024-03-26,CUST-3920,Books,Paid Search,Enterprise,APAC,1,20.97,0,20.97,5,USD
ORD-102116,2024-03-26,CUST-2332,Electronics,Direct,Startup,EMEA,2,361.49,0,722.98,4,USD
ORD-102117,2024-03-26,CUST-4193,Apparel,Paid Search,Enterprise,EMEA,3,76.2,0,228.6,,USD
ORD-102118,2024-03-26,CUST-3650,Electronics,Paid Search,SMB,APAC,2,399.49,0,798.98,4,USD
ORD-102119,2024-03-26,CUST-2098,Electronics,Social,Mid-Market,LATAM,3,320.52,12,846.17,4,USD
ORD-102120,2024-03-26,CUST-2365,Apparel,Paid Search,SMB,LATAM,1,72.13,0,72.13,4,USD
ORD-102121,2024-03-26,CUST-1825,Electronics,Email,SMB,EMEA,2,321.28,0,642.56,3,USD
ORD-102122,2024-03-26,CUST-4940,Electronics,Affiliate,Mid-Market,EMEA,3,302.71,0,908.13,3,USD
ORD-102123,2024-03-26,CUST-4009,Electronics,Organic Search,Consumer,North America,2,355.46,0,710.92,4,USD
ORD-102124,2024-03-26,CUST-4894,Electronics,Direct,Consumer,APAC,1,373.43,0,373.43,4,USD
ORD-102125,2024-03-26,CUST-4255,Books,Social,Startup,APAC,1,21.08,0,21.08,,USD
ORD-102126,2024-03-26,CUST-3301,Beauty,Direct,Startup,EMEA,1,40.55,5,38.52,4,USD
ORD-102127,2024-03-26,CUST-3225,Beauty,Email,Consumer,EMEA,3,46.76,0,140.28,4,USD
ORD-102128,2024-03-26,CUST-3382,Electronics,Direct,Mid-Market,LATAM,2,283.73,0,567.46,3,USD
ORD-102129,2024-03-27,CUST-1007,Sports,Paid Search,Mid-Market,LATAM,3,91.53,0,274.59,3,USD
ORD-102130,2024-03-27,CUST-2760,Electronics,Social,Consumer,EMEA,2,270.34,0,540.68,4,USD
ORD-102131,2024-03-27,CUST-4820,Books,Affiliate,Consumer,LATAM,2,19.44,3,37.71,4,USD
ORD-102132,2024-03-27,CUST-3135,Electronics,Direct,Enterprise,APAC,1,434.8,1,430.45,3,USD
ORD-102133,2024-03-27,CUST-4203,Sports,Organic Search,Startup,APAC,1,143.29,10,128.96,4,USD
ORD-102134,2024-03-27,CUST-4097,Beauty,Paid Search,Consumer,North America,3,47.24,23,109.12,4,USD
ORD-102135,2024-03-27,CUST-3581,Electronics,Paid Search,Mid-Market,APAC,2,364.84,0,729.68,,USD
ORD-102136,2024-03-27,CUST-3480,Electronics,Paid Search,Consumer,LATAM,1,346.1,0,346.1,,USD
ORD-102137,2024-03-27,CUST-1710,Sports,Direct,Mid-Market,EMEA,3,94.67,15,241.41,3,USD
ORD-102138,2024-03-27,CUST-2117,Apparel,Organic Search,Startup,LATAM,2,66.96,0,133.92,5,USD
ORD-102139,2024-03-27,CUST-1588,Home & Garden,Affiliate,SMB,APAC,3,80.91,0,242.73,4,USD
ORD-102140,2024-03-27,CUST-2957,Sports,Direct,Mid-Market,LATAM,1,120.52,19,97.62,4,USD
ORD-102141,2024-03-27,CUST-2646,Home & Garden,Paid Search,Consumer,LATAM,2,75.4,0,150.8,5,USD
ORD-102142,2024-03-27,CUST-1689,Electronics,Paid Search,Mid-Market,EMEA,1,296,0,296,4,USD
ORD-102143,2024-03-27,CUST-1457,Beauty,Social,Consumer,North America,2,37.35,8,68.72,4,USD
ORD-102144,2024-03-27,CUST-2018,Electronics,Organic Search,Mid-Market,EMEA,1,342.96,14,294.95,3,USD
ORD-102145,2024-03-27,CUST-3512,Home & Garden,Email,SMB,APAC,2,97.56,0,195.12,4,USD
ORD-102146,2024-03-27,CUST-1518,Electronics,Paid Search,Startup,APAC,2,321.69,0,643.38,4,USD
ORD-102147,2024-03-27,CUST-3174,Apparel,Organic Search,Startup,APAC,1,80.56,0,80.56,4,USD
ORD-102148,2024-03-27,CUST-3216,Electronics,Social,Enterprise,APAC,3,259.42,24,591.48,4,USD
ORD-102149,2024-03-27,CUST-2741,Apparel,Affiliate,Enterprise,EMEA,3,70.7,0,212.1,4,USD
ORD-102150,2024-03-27,CUST-2721,Beauty,Affiliate,Consumer,EMEA,2,38.28,0,76.56,4,USD
ORD-102151,2024-03-27,CUST-5023,Home & Garden,Email,SMB,APAC,3,97.2,0,291.6,4,USD
ORD-102152,2024-03-27,,Electronics,Paid Search,Consumer,EMEA,3,331.54,0,994.62,,USD
ORD-102153,2024-03-27,CUST-4978,Electronics,Paid Search,Startup,APAC,1,333.64,1,330.3,4,USD
ORD-102154,2024-03-27,CUST-3907,Sports,Social,Startup,North America,1,107.36,0,107.36,4,USD
ORD-102155,2024-03-27,CUST-2232,Electronics,Organic Search,Mid-Market,APAC,2,247.47,9,450.4,4,USD
ORD-102156,2024-03-27,CUST-1121,Apparel,Affiliate,SMB,North America,2,71.4,24,108.53,4,USD
ORD-102157,2024-03-28,CUST-2182,Electronics,Affiliate,Startup,LATAM,3,348.05,0,1044.15,4,USD
ORD-102158,2024-03-28,CUST-2972,Beauty,Direct,Mid-Market,North America,2,41.5,0,83,4,USD
ORD-102159,2024-03-28,CUST-2899,Electronics,Paid Search,Enterprise,North America,2,284.65,0,569.3,4,USD
ORD-102160,2024-03-28,CUST-1146,Books,Paid Search,Enterprise,EMEA,1,19,22,14.82,3,USD
ORD-102161,2024-03-28,CUST-1483,Electronics,Organic Search,Enterprise,EMEA,2,334.76,0,669.52,4,USD
ORD-102162,2024-03-28,CUST-1891,Electronics,Social,Mid-Market,LATAM,3,364.86,0,1094.58,4,USD
ORD-102163,2024-03-28,CUST-1505,Electronics,Paid Search,Mid-Market,EMEA,2,340.68,0,681.36,4,USD
ORD-102164,2024-03-28,CUST-5173,Electronics,Organic Search,Enterprise,APAC,2,405.43,0,810.86,4,USD
ORD-102165,2024-03-28,CUST-4448,Electronics,Organic Search,Startup,North America,2,304.98,0,609.96,4,USD
ORD-102166,2024-03-28,CUST-4599,Sports,Paid Search,Enterprise,LATAM,3,110.26,0,330.78,4,USD
ORD-102167,2024-03-28,CUST-3365,Beauty,Organic Search,Consumer,EMEA,3,42.43,0,127.29,4,USD
ORD-102168,2024-03-28,CUST-1517,Home & Garden,Email,Mid-Market,APAC,3,94.48,0,283.44,4,USD
ORD-102169,2024-03-28,CUST-3344,Electronics,Social,Startup,LATAM,1,341.61,0,341.61,4,USD
ORD-102170,2024-03-28,CUST-4793,Electronics,Paid Search,Enterprise,APAC,1,261.39,0,261.39,4,USD
ORD-102171,2024-03-28,CUST-3064,Apparel,Paid Search,Enterprise,EMEA,2,66.85,0,133.7,3,USD
ORD-102172,2024-03-28,CUST-4471,Electronics,Organic Search,SMB,LATAM,3,334.79,0,1004.37,4,USD
ORD-102173,2024-03-28,CUST-1649,Sports,Email,Mid-Market,North America,1,149.79,0,149.79,4,USD
ORD-102174,2024-03-28,CUST-1460,Sports,Affiliate,SMB,EMEA,1,95.04,12,83.64,4,USD
ORD-102175,2024-03-28,CUST-3433,Electronics,Social,SMB,LATAM,3,331.66,0,994.98,4,USD
ORD-102176,2024-03-28,CUST-4520,Electronics,Organic Search,Enterprise,EMEA,3,338.34,0,1015.02,4,USD
ORD-102177,2024-03-28,CUST-1370,Apparel,Paid Search,SMB,EMEA,1,59.17,0,59.17,3,USD
ORD-102178,2024-03-28,CUST-3244,Beauty,Organic Search,Consumer,APAC,2,36.67,0,73.34,,USD
ORD-102179,2024-03-28,CUST-1137,Electronics,Direct,Consumer,LATAM,3,367.18,24,837.17,4,USD
ORD-102180,2024-03-28,,Sports,Organic Search,Enterprise,LATAM,1,118.06,0,118.06,5,USD
ORD-102181,2024-03-28,CUST-4192,Electronics,Email,SMB,North America,2,354.62,1,702.15,4,USD
ORD-102182,2024-03-28,CUST-3615,Beauty,Social,Enterprise,North America,1,43.21,0,43.21,4,USD
ORD-102183,2024-03-28,CUST-1127,Electronics,Paid Search,Mid-Market,EMEA,3,359.08,9,980.29,4,USD
ORD-102184,2024-03-28,CUST-2145,Apparel,Organic Search,Mid-Market,EMEA,1,56.74,0,56.74,4,USD
ORD-102185,2024-03-28,CUST-3793,Electronics,Social,Enterprise,North America,2,293.41,0,586.82,4,USD
ORD-102186,2024-03-28,CUST-1384,Sports,Paid Search,Enterprise,APAC,2,124.53,0,249.06,3,USD
ORD-102187,2024-03-28,CUST-1700,Home & Garden,Organic Search,SMB,EMEA,3,90.18,0,270.54,4,USD
ORD-102188,2024-03-28,CUST-4796,Sports,Paid Search,Enterprise,EMEA,3,114.71,24,261.54,4,USD
ORD-102189,2024-03-29,CUST-2408,Sports,Paid Search,Startup,LATAM,1,116.28,18,95.35,4,USD
ORD-102190,2024-03-29,CUST-1268,Beauty,Paid Search,SMB,LATAM,3,52.36,0,157.08,3,USD
ORD-102191,2024-03-29,CUST-4149,Electronics,Direct,SMB,APAC,2,328.43,9,597.74,3,USD
ORD-102192,2024-03-29,CUST-3576,Electronics,Direct,Enterprise,EMEA,1,396.62,0,396.62,4,USD
ORD-102193,2024-03-29,CUST-1816,Electronics,Paid Search,Mid-Market,APAC,1,384.14,0,384.14,4,USD
ORD-102194,2024-03-29,CUST-4161,Electronics,Paid Search,Consumer,North America,2,311.19,0,622.38,4,USD
ORD-102195,2024-03-29,CUST-4615,Home & Garden,Organic Search,Startup,North America,1,80.89,4,77.65,4,USD
ORD-102196,2024-03-29,CUST-2179,Electronics,Paid Search,Enterprise,EMEA,3,350.33,0,1050.99,4,USD
ORD-102197,2024-03-29,CUST-3667,Electronics,Email,Mid-Market,North America,2,193.92,0,387.84,5,USD
ORD-102198,2024-03-29,CUST-4977,Sports,Organic Search,Mid-Market,LATAM,2,119.85,0,239.7,4,USD
ORD-102199,2024-03-29,CUST-3774,Sports,Email,Enterprise,EMEA,1,115.65,8,106.4,4,USD
ORD-102200,2024-03-29,CUST-1512,Electronics,Email,Mid-Market,EMEA,2,334.57,0,669.14,5,USD
ORD-102201,2024-03-29,CUST-3594,Electronics,Organic Search,Enterprise,North America,2,356.77,0,713.54,4,USD
ORD-102202,2024-03-29,CUST-1873,Books,Organic Search,SMB,APAC,1,18.2,0,18.2,4,USD
ORD-102203,2024-03-29,CUST-3684,Apparel,Organic Search,Consumer,North America,3,75.73,23,174.94,4,USD
ORD-102204,2024-03-29,CUST-4784,Apparel,Email,Consumer,North America,1,73.57,19,59.59,4,USD
ORD-102205,2024-03-29,CUST-1266,Electronics,Email,Mid-Market,North America,3,358.77,6,1011.73,4,USD
ORD-102206,2024-03-29,CUST-2069,Beauty,Organic Search,Enterprise,EMEA,1,44.89,13,39.05,4,USD
ORD-102207,2024-03-29,CUST-3583,Sports,Social,Mid-Market,North America,1,107.32,0,107.32,4,USD
ORD-102208,2024-03-29,CUST-1146,Electronics,Affiliate,Startup,North America,2,388.03,0,776.06,4,USD
ORD-102209,2024-03-29,CUST-1817,Home & Garden,Paid Search,Mid-Market,LATAM,1,90.04,0,90.04,4,USD
ORD-102210,2024-03-29,CUST-4257,Apparel,Email,Consumer,North America,1,64.47,0,64.47,4,USD
ORD-102211,2024-03-29,CUST-4198,Home & Garden,Email,Consumer,EMEA,3,85.19,5,242.79,,USD
ORD-102212,2024-03-29,CUST-4932,Beauty,Organic Search,Enterprise,North America,2,41.82,0,83.64,4,USD
ORD-102213,2024-03-29,,Electronics,Direct,Enterprise,EMEA,1,357.9,0,357.9,3,USD
ORD-102214,2024-03-29,CUST-3804,Home & Garden,Affiliate,Mid-Market,LATAM,1,90.02,0,90.02,4,USD
ORD-102215,2024-03-29,CUST-1697,Beauty,Social,Startup,LATAM,3,34.98,0,104.94,4,USD
ORD-102216,2024-03-29,CUST-2982,Beauty,Direct,Consumer,APAC,2,45.5,0,91,5,USD
ORD-102217,2024-03-30,CUST-4015,Apparel,Paid Search,Startup,North America,1,71.76,0,71.76,4,USD
ORD-102218,2024-03-30,CUST-2471,Sports,Email,Startup,APAC,3,91.83,20,220.39,4,USD
ORD-102219,2024-03-30,CUST-4908,Home & Garden,Social,SMB,LATAM,2,92.7,0,185.4,4,USD
ORD-102220,2024-03-30,CUST-5131,Apparel,Social,SMB,EMEA,2,57.41,24,87.26,4,USD
ORD-102221,2024-03-30,CUST-5144,Home & Garden,Direct,Mid-Market,APAC,1,82.61,0,82.61,4,USD
ORD-102222,2024-03-30,CUST-3173,Home & Garden,Affiliate,Consumer,EMEA,1,86.61,13,75.35,4,USD
ORD-102223,2024-03-30,CUST-1506,Electronics,Paid Search,Mid-Market,EMEA,1,317.23,4,304.54,4,USD
ORD-102224,2024-03-30,CUST-1362,Beauty,Paid Search,SMB,EMEA,2,32.18,0,64.36,4,USD
